467,1:01
468,5:05
469,5:05
470,5:05
471,5:05
472,1:01
473,1:01
474,5:05
475,1:01
476,1:01
477,5:05
478,5:05
479,1:01
480,1:01
481,5:05
482,1:01
483,5:05
484,1:01
485,5:05
486,1:01
487,5:05
488,5:05
489,5:05
490,5:05
491,5:05
492,5:05
493,5:05
494,5:05
495,5:05
496,1:01
497,5:05
498,5:05
499,1:01
500,1:01
